state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate,month,weekday,hispanic
Colorado,2022-23,1/21/2023,0-17 years (Children),Male,All,5.9,5.9,1,Saturday,0
California,2022-23,1/21/2023,0-17 years (Children),All,Hispanic,1.9,1.9,1,Saturday,1
California,2022-23,1/21/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
California,2022-23,1/21/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
California,2022-23,1/21/2023,0-17 years (Children),All,"Black, non-Hispanic",1.9,1.9,1,Saturday,0
California,2022-23,1/21/2023,0-17 years (Children),All,"White, non-Hispanic",0.6,0.6,1,Saturday,0
California,2022-23,1/21/2023,0-17 years (Children),Female,All,1.2,1.2,1,Saturday,0
California,2022-23,1/21/2023,0-17 years (Children),Male,All,0.9,0.9,1,Saturday,0
Utah,2022-23,1/21/2023,0-17 years (Children),All,All,3.7,3.7,1,Saturday,0
Tennessee,2022-23,1/21/2023,0-17 years (Children),All,All,1.2,1.2,1,Saturday,0
Oregon,2022-23,1/21/2023,0-17 years (Children),All,All,3.1,3.1,1,Saturday,0
New York,2022-23,1/21/2023,0-17 years (Children),All,All,1.7,1.7,1,Saturday,0
New Mexico,2022-23,1/21/2023,0-17 years (Children),All,All,5.1,5.1,1,Saturday,0
Minnesota,2022-23,1/21/2023,0-17 years (Children),All,All,2.1,2.1,1,Saturday,0
Michigan,2022-23,1/21/2023,0-17 years (Children),All,All,0,0,1,Saturday,0
Maryland,2022-23,1/21/2023,0-17 years (Children),All,All,0.8,0.8,1,Saturday,0
Georgia,2022-23,1/21/2023,0-17 years (Children),All,All,0.7,0.7,1,Saturday,0
Connecticut,2022-23,1/21/2023,0-17 years (Children),All,All,1.5,1.5,1,Saturday,0
Colorado,2022-23,1/21/2023,0-17 years (Children),All,All,4.5,4.5,1,Saturday,0
California,2022-23,1/21/2023,0-17 years (Children),All,All,1,1,1,Saturday,0
Utah,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,2.5,2.5,1,Saturday,1
Utah,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",5.5,5.5,1,Saturday,0
Utah,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Utah,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,1,Saturday,0
Utah,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",1.1,1.1,1,Saturday,0
Utah,2022-23,1/28/2023,0-17 years (Children),Female,All,1.4,1.4,1,Saturday,0
Utah,2022-23,1/28/2023,0-17 years (Children),Male,All,2.6,2.6,1,Saturday,0
Tennessee,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,0,0,1,Saturday,1
Tennessee,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
Tennessee,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Tennessee,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,1,Saturday,0
Tennessee,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",1.2,1.2,1,Saturday,0
Tennessee,2022-23,1/28/2023,0-17 years (Children),Female,All,1,1,1,Saturday,0
Tennessee,2022-23,1/28/2023,0-17 years (Children),Male,All,0.5,0.5,1,Saturday,0
Oregon,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,1.3,1.3,1,Saturday,1
Oregon,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
Oregon,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Oregon,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",6.4,6.4,1,Saturday,0
Oregon,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",1.5,1.5,1,Saturday,0
Oregon,2022-23,1/28/2023,0-17 years (Children),Female,All,1.2,1.2,1,Saturday,0
Oregon,2022-23,1/28/2023,0-17 years (Children),Male,All,2.2,2.2,1,Saturday,0
New York,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,0,0,1,Saturday,1
New York,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",5.8,5.8,1,Saturday,0
New York,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
New York,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",2,2,1,Saturday,0
New York,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",0.9,0.9,1,Saturday,0
New York,2022-23,1/28/2023,0-17 years (Children),Female,All,1.2,1.2,1,Saturday,0
New York,2022-23,1/28/2023,0-17 years (Children),Male,All,1.1,1.1,1,Saturday,0
New Mexico,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,2.3,2.3,1,Saturday,1
New Mexico,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
New Mexico,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
New Mexico,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,1,Saturday,0
New Mexico,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",3.2,3.2,1,Saturday,0
New Mexico,2022-23,1/28/2023,0-17 years (Children),Female,All,1.5,1.5,1,Saturday,0
New Mexico,2022-23,1/28/2023,0-17 years (Children),Male,All,5.7,5.7,1,Saturday,0
Minnesota,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,1.3,1.3,1,Saturday,1
Minnesota,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
Minnesota,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Minnesota,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",4.3,4.3,1,Saturday,0
Minnesota,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",1.8,1.8,1,Saturday,0
Minnesota,2022-23,1/28/2023,0-17 years (Children),Female,All,2.6,2.6,1,Saturday,0
Minnesota,2022-23,1/28/2023,0-17 years (Children),Male,All,1.6,1.6,1,Saturday,0
Michigan,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,0,0,1,Saturday,1
Michigan,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
Michigan,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Michigan,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,1,Saturday,0
Michigan,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",1.3,1.3,1,Saturday,0
Michigan,2022-23,1/28/2023,0-17 years (Children),Female,All,2.5,2.5,1,Saturday,0
Michigan,2022-23,1/28/2023,0-17 years (Children),Male,All,0,0,1,Saturday,0
Maryland,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,1.4,1.4,1,Saturday,1
Maryland,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",2.5,2.5,1,Saturday,0
Maryland,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Maryland,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",1,1,1,Saturday,0
Maryland,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",1.9,1.9,1,Saturday,0
Maryland,2022-23,1/28/2023,0-17 years (Children),Female,All,1.4,1.4,1,Saturday,0
Maryland,2022-23,1/28/2023,0-17 years (Children),Male,All,1.6,1.6,1,Saturday,0
Georgia,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,0,0,1,Saturday,1
Georgia,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
Georgia,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Georgia,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",0.2,0.2,1,Saturday,0
Georgia,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4,1,Saturday,0
Georgia,2022-23,1/28/2023,0-17 years (Children),Female,All,0,0,1,Saturday,0
Georgia,2022-23,1/28/2023,0-17 years (Children),Male,All,0.4,0.4,1,Saturday,0
Connecticut,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,1.7,1.7,1,Saturday,1
Connecticut,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
Connecticut,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Connecticut,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,1,Saturday,0
Connecticut,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",0,0,1,Saturday,0
Connecticut,2022-23,1/28/2023,0-17 years (Children),Female,All,0,0,1,Saturday,0
Connecticut,2022-23,1/28/2023,0-17 years (Children),Male,All,1,1,1,Saturday,0
Colorado,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,2.4,2.4,1,Saturday,1
Colorado,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,1,Saturday,0
Colorado,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
Colorado,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",7.6,7.6,1,Saturday,0
Colorado,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",4.9,4.9,1,Saturday,0
Colorado,2022-23,1/28/2023,0-17 years (Children),Female,All,2.8,2.8,1,Saturday,0
Colorado,2022-23,1/28/2023,0-17 years (Children),Male,All,4.6,4.6,1,Saturday,0
California,2022-23,1/28/2023,0-17 years (Children),All,Hispanic,1.4,1.4,1,Saturday,1
California,2022-23,1/28/2023,0-17 years (Children),All,"A/PI, non-Hispanic",1.6,1.6,1,Saturday,0
California,2022-23,1/28/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,1,Saturday,0
California,2022-23,1/28/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,1,Saturday,0
California,2022-23,1/28/2023,0-17 years (Children),All,"White, non-Hispanic",1.8,1.8,1,Saturday,0
California,2022-23,1/28/2023,0-17 years (Children),Female,All,2.1,2.1,1,Saturday,0
California,2022-23,1/28/2023,0-17 years (Children),Male,All,1.7,1.7,1,Saturday,0
Utah,2022-23,1/28/2023,0-17 years (Children),All,All,2,2,1,Saturday,0
Tennessee,2022-23,1/28/2023,0-17 years (Children),All,All,0.7,0.7,1,Saturday,0
Oregon,2022-23,1/28/2023,0-17 years (Children),All,All,1.7,1.7,1,Saturday,0
New York,2022-23,1/28/2023,0-17 years (Children),All,All,1.1,1.1,1,Saturday,0
New Mexico,2022-23,1/28/2023,0-17 years (Children),All,All,3.7,3.7,1,Saturday,0
Minnesota,2022-23,1/28/2023,0-17 years (Children),All,All,2.1,2.1,1,Saturday,0
Michigan,2022-23,1/28/2023,0-17 years (Children),All,All,1.2,1.2,1,Saturday,0
Maryland,2022-23,1/28/2023,0-17 years (Children),All,All,1.5,1.5,1,Saturday,0
Georgia,2022-23,1/28/2023,0-17 years (Children),All,All,0.2,0.2,1,Saturday,0
Connecticut,2022-23,1/28/2023,0-17 years (Children),All,All,0.5,0.5,1,Saturday,0
Colorado,2022-23,1/28/2023,0-17 years (Children),All,All,3.7,3.7,1,Saturday,0
California,2022-23,1/28/2023,0-17 years (Children),All,All,1.9,1.9,1,Saturday,0
Utah,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,2.5,2.5,2,Saturday,1
Utah,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",5.5,5.5,2,Saturday,0
Utah,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Utah,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
Utah,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",0,0,2,Saturday,0
Utah,2022-23,2/4/2023,0-17 years (Children),Female,All,2.1,2.1,2,Saturday,0
Utah,2022-23,2/4/2023,0-17 years (Children),Male,All,0.7,0.7,2,Saturday,0
Tennessee,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,1.7,1.7,2,Saturday,1
Tennessee,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Tennessee,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Tennessee,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
Tennessee,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4,2,Saturday,0
Tennessee,2022-23,2/4/2023,0-17 years (Children),Female,All,1,1,2,Saturday,0
Tennessee,2022-23,2/4/2023,0-17 years (Children),Male,All,0,0,2,Saturday,0
Oregon,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,2.6,2.6,2,Saturday,1
Oregon,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Oregon,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Oregon,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",6.4,6.4,2,Saturday,0
Oregon,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",0.5,0.5,2,Saturday,0
Oregon,2022-23,2/4/2023,0-17 years (Children),Female,All,0,0,2,Saturday,0
Oregon,2022-23,2/4/2023,0-17 years (Children),Male,All,2.2,2.2,2,Saturday,0
New York,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,0,0,2,Saturday,1
New York,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
New York,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
New York,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
New York,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",1.9,1.9,2,Saturday,0
New York,2022-23,2/4/2023,0-17 years (Children),Female,All,0.6,0.6,2,Saturday,0
New York,2022-23,2/4/2023,0-17 years (Children),Male,All,1.7,1.7,2,Saturday,0
New Mexico,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,1.2,1.2,2,Saturday,1
New Mexico,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
New Mexico,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
New Mexico,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
New Mexico,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",0,0,2,Saturday,0
New Mexico,2022-23,2/4/2023,0-17 years (Children),Female,All,3,3,2,Saturday,0
New Mexico,2022-23,2/4/2023,0-17 years (Children),Male,All,0,0,2,Saturday,0
Minnesota,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,1.3,1.3,2,Saturday,1
Minnesota,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Minnesota,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Minnesota,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
Minnesota,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",0,0,2,Saturday,0
Minnesota,2022-23,2/4/2023,0-17 years (Children),Female,All,0.3,0.3,2,Saturday,0
Minnesota,2022-23,2/4/2023,0-17 years (Children),Male,All,0.5,0.5,2,Saturday,0
Michigan,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,0,0,2,Saturday,1
Michigan,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Michigan,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Michigan,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
Michigan,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",2.5,2.5,2,Saturday,0
Michigan,2022-23,2/4/2023,0-17 years (Children),Female,All,0,0,2,Saturday,0
Michigan,2022-23,2/4/2023,0-17 years (Children),Male,All,3.2,3.2,2,Saturday,0
Maryland,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,0,0,2,Saturday,1
Maryland,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Maryland,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Maryland,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0.5,0.5,2,Saturday,0
Maryland,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",0.8,0.8,2,Saturday,0
Maryland,2022-23,2/4/2023,0-17 years (Children),Female,All,0.3,0.3,2,Saturday,0
Maryland,2022-23,2/4/2023,0-17 years (Children),Male,All,0.6,0.6,2,Saturday,0
Georgia,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,1.1,1.1,2,Saturday,1
Georgia,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Georgia,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Georgia,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0.2,0.2,2,Saturday,0
Georgia,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",0.4,0.4,2,Saturday,0
Georgia,2022-23,2/4/2023,0-17 years (Children),Female,All,0,0,2,Saturday,0
Georgia,2022-23,2/4/2023,0-17 years (Children),Male,All,0.8,0.8,2,Saturday,0
Connecticut,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,0,0,2,Saturday,1
Connecticut,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Connecticut,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Connecticut,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",3.5,3.5,2,Saturday,0
Connecticut,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",0,0,2,Saturday,0
Connecticut,2022-23,2/4/2023,0-17 years (Children),Female,All,0,0,2,Saturday,0
Connecticut,2022-23,2/4/2023,0-17 years (Children),Male,All,1,1,2,Saturday,0
Colorado,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,2.4,2.4,2,Saturday,1
Colorado,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Colorado,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Colorado,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
Colorado,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",3.2,3.2,2,Saturday,0
Colorado,2022-23,2/4/2023,0-17 years (Children),Female,All,2.4,2.4,2,Saturday,0
Colorado,2022-23,2/4/2023,0-17 years (Children),Male,All,2.3,2.3,2,Saturday,0
California,2022-23,2/4/2023,0-17 years (Children),All,Hispanic,0.9,0.9,2,Saturday,1
California,2022-23,2/4/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0.5,0.5,2,Saturday,0
California,2022-23,2/4/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
California,2022-23,2/4/2023,0-17 years (Children),All,"Black, non-Hispanic",1.9,1.9,2,Saturday,0
California,2022-23,2/4/2023,0-17 years (Children),All,"White, non-Hispanic",1.8,1.8,2,Saturday,0
California,2022-23,2/4/2023,0-17 years (Children),Female,All,1.5,1.5,2,Saturday,0
California,2022-23,2/4/2023,0-17 years (Children),Male,All,1.4,1.4,2,Saturday,0
Utah,2022-23,2/4/2023,0-17 years (Children),All,All,1.3,1.3,2,Saturday,0
Tennessee,2022-23,2/4/2023,0-17 years (Children),All,All,0.5,0.5,2,Saturday,0
Oregon,2022-23,2/4/2023,0-17 years (Children),All,All,1.1,1.1,2,Saturday,0
New York,2022-23,2/4/2023,0-17 years (Children),All,All,1.1,1.1,2,Saturday,0
New Mexico,2022-23,2/4/2023,0-17 years (Children),All,All,1.5,1.5,2,Saturday,0
Minnesota,2022-23,2/4/2023,0-17 years (Children),All,All,0.4,0.4,2,Saturday,0
Michigan,2022-23,2/4/2023,0-17 years (Children),All,All,1.6,1.6,2,Saturday,0
Maryland,2022-23,2/4/2023,0-17 years (Children),All,All,0.5,0.5,2,Saturday,0
Georgia,2022-23,2/4/2023,0-17 years (Children),All,All,0.4,0.4,2,Saturday,0
Connecticut,2022-23,2/4/2023,0-17 years (Children),All,All,0.5,0.5,2,Saturday,0
Colorado,2022-23,2/4/2023,0-17 years (Children),All,All,2.4,2.4,2,Saturday,0
California,2022-23,2/4/2023,0-17 years (Children),All,All,1.5,1.5,2,Saturday,0
Utah,2022-23,2/11/2023,0-17 years (Children),All,Hispanic,2.5,2.5,2,Saturday,1
Utah,2022-23,2/11/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Utah,2022-23,2/11/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Utah,2022-23,2/11/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
Utah,2022-23,2/11/2023,0-17 years (Children),All,"White, non-Hispanic",1.7,1.7,2,Saturday,0
Utah,2022-23,2/11/2023,0-17 years (Children),Female,All,2.1,2.1,2,Saturday,0
Utah,2022-23,2/11/2023,0-17 years (Children),Male,All,3.3,3.3,2,Saturday,0
Tennessee,2022-23,2/11/2023,0-17 years (Children),All,Hispanic,0,0,2,Saturday,1
Tennessee,2022-23,2/11/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Tennessee,2022-23,2/11/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Tennessee,2022-23,2/11/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
Tennessee,2022-23,2/11/2023,0-17 years (Children),All,"White, non-Hispanic",0.8,0.8,2,Saturday,0
Tennessee,2022-23,2/11/2023,0-17 years (Children),Female,All,1,1,2,Saturday,0
Tennessee,2022-23,2/11/2023,0-17 years (Children),Male,All,0,0,2,Saturday,0
Oregon,2022-23,2/11/2023,0-17 years (Children),All,Hispanic,0,0,2,Saturday,1
Oregon,2022-23,2/11/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
Oregon,2022-23,2/11/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Oregon,2022-23,2/11/2023,0-17 years (Children),All,"Black, non-Hispanic",6.4,6.4,2,Saturday,0
Oregon,2022-23,2/11/2023,0-17 years (Children),All,"White, non-Hispanic",0,0,2,Saturday,0
Oregon,2022-23,2/11/2023,0-17 years (Children),Female,All,0.6,0.6,2,Saturday,0
Oregon,2022-23,2/11/2023,0-17 years (Children),Male,All,0,0,2,Saturday,0
New York,2022-23,2/11/2023,0-17 years (Children),All,Hispanic,0,0,2,Saturday,1
New York,2022-23,2/11/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
New York,2022-23,2/11/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
New York,2022-23,2/11/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
New York,2022-23,2/11/2023,0-17 years (Children),All,"White, non-Hispanic",0.9,0.9,2,Saturday,0
New York,2022-23,2/11/2023,0-17 years (Children),Female,All,1.8,1.8,2,Saturday,0
New York,2022-23,2/11/2023,0-17 years (Children),Male,All,0,0,2,Saturday,0
New Mexico,2022-23,2/11/2023,0-17 years (Children),All,Hispanic,2.3,2.3,2,Saturday,1
New Mexico,2022-23,2/11/2023,0-17 years (Children),All,"A/PI, non-Hispanic",0,0,2,Saturday,0
New Mexico,2022-23,2/11/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
New Mexico,2022-23,2/11/2023,0-17 years (Children),All,"Black, non-Hispanic",0,0,2,Saturday,0
New Mexico,2022-23,2/11/2023,0-17 years (Children),All,"White, non-Hispanic",3.2,3.2,2,Saturday,0
New Mexico,2022-23,2/11/2023,0-17 years (Children),Female,All,1.5,1.5,2,Saturday,0
New Mexico,2022-23,2/11/2023,0-17 years (Children),Male,All,2.9,2.9,2,Saturday,0
Minnesota,2022-23,2/11/2023,0-17 years (Children),All,Hispanic,1.3,1.3,2,Saturday,1
Minnesota,2022-23,2/11/2023,0-17 years (Children),All,"A/PI, non-Hispanic",2.7,2.7,2,Saturday,0
Minnesota,2022-23,2/11/2023,0-17 years (Children),All,"AI/AN, non-Hispanic",0,0,2,Saturday,0
Minnesota,2022-23,2/11/2023,0-17 years (Children),All,"Black, non-Hispanic",2.6,2.6,2,Saturday,0
Minnesota,2022-23,2/11/2023,0-17 years (Children),All,"White, non-Hispanic",0.5,0.5,2,Saturday,0
Minnesota,2022-23,2/11/2023,0-17 years (Children),Female,All,0.6,0.6,2,Saturday,0
